id,course_code,mid_score,mid_participation_score,mid_lab_score,final_grade,sex,age,address,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,activities,higher,health,wassce
Stu765,IT102,2.0,4.16,2.83,C,female,55,rural,higher education,none,teacher,civil,course,other,1-15 mins,5-10 hours,no,no,10,52
Stu766,FRN101,6.83,1.76,1.48,B-,male,48,urban,higher education,none,civil,teacher,course,mother,15-30 mins,>10 hours,no,no,1,27
Stu767,CS102,6.07,3.16,2.06,B-,male,17,urban,secondary education,higher education,civil,health,home,other,1-15 mins,5-10 hours,no,no,2,34
Stu768,CS103,3.77,4.93,3.8,B,female,33,rural,secondary education,primary education,health,at home,course,father,30mins - 1 hour,>10 hours,no,no,4,8
Stu769,UFS101,14.7,1.8,1.37,A+,male,32,rural,primary education,none,civil,at home,reputation,father,30mins - 1 hour,>10 hours,yes,no,9,35
Stu770,CS102,8.55,0.75,0.51,B-,male,23,rural,secondary education,primary education,teacher,other,other,other,1-15 mins,>10 hours,yes,no,3,16
Stu771,UFS101,12.24,0.43,1.64,A+,male,36,urban,none,none,health,health,reputation,mother,1-15 mins,5-10 hours,yes,no,10,21
Stu772,CS102,4.82,0.25,4.83,A,female,24,rural,higher education,primary education,at home,health,home,other,1-15 mins,5-10 hours,yes,yes,8,27
Stu773,CS103,11.75,2.14,3.85,A+,male,51,rural,higher education,junior high,health,civil,course,father,30mins - 1 hour,2-5 hours,no,yes,6,16
Stu774,ENG101,8.31,2.23,2.34,A-,male,53,rural,secondary education,higher education,other,at home,other,mother,30mins - 1 hour,5-10 hours,no,yes,3,35
Stu775,ENG101,16.51,4.33,2.08,A+,male,21,rural,junior high,primary education,other,teacher,home,other,15-30 mins,< 2hours,no,yes,2,10
Stu776,ACCT101,8.62,4.88,2.34,A-,male,46,urban,junior high,primary education,civil,health,course,father,30mins - 1 hour,< 2hours,yes,no,2,38
Stu777,ACCT101,3.4,1.42,1.9,C-,male,52,rural,primary education,secondary education,other,civil,reputation,father,> 1hour,2-5 hours,yes,yes,7,28
Stu778,FRN101,6.71,4.99,4.72,A+,male,47,rural,secondary education,none,other,health,course,mother,1-15 mins,>10 hours,no,yes,8,14
Stu779,IT102,10.54,1.08,2.11,A+,female,40,urban,primary education,none,health,civil,home,mother,30mins - 1 hour,>10 hours,yes,no,5,54
Stu780,UFS101,10.41,0.43,4.37,A+,female,38,rural,primary education,junior high,health,other,course,mother,15-30 mins,>10 hours,no,yes,8,25
Stu781,UFS101,17.27,4.95,1.87,A+,female,56,rural,none,primary education,teacher,at home,course,mother,1-15 mins,2-5 hours,no,yes,10,24
Stu782,CS102,5.35,3.27,2.39,B-,female,41,urban,primary education,secondary education,civil,teacher,reputation,mother,1-15 mins,>10 hours,no,no,9,28
Stu783,CS102,14.98,3.2,3.56,A+,male,29,rural,higher education,secondary education,civil,civil,other,mother,> 1hour,< 2hours,yes,no,6,27
Stu784,CS102,5.66,3.04,3.08,B+,male,27,rural,junior high,none,teacher,civil,course,other,15-30 mins,>10 hours,yes,yes,7,14
Stu785,ACCT101,0.23,4.69,1.58,F,male,34,urban,secondary education,none,other,teacher,reputation,mother,> 1hour,>10 hours,yes,yes,10,28
Stu786,UFS101,10.96,2.62,4.64,A+,female,23,urban,secondary education,primary education,other,civil,other,other,> 1hour,2-5 hours,yes,no,4,46
Stu787,CS103,8.87,2.63,3.15,A+,female,45,urban,primary education,higher education,other,health,reputation,mother,1-15 mins,2-5 hours,no,yes,9,14
Stu788,CS103,7.92,2.33,3.47,A+,male,60,urban,secondary education,primary education,other,health,other,father,15-30 mins,>10 hours,yes,yes,9,15
Stu789,ACCT101,12.84,0.4,0.71,A,male,18,rural,primary education,higher education,civil,at home,reputation,other,1-15 mins,>10 hours,yes,yes,8,40
Stu790,CS103,1.18,3.11,3.0,C-,male,18,urban,higher education,primary education,at home,teacher,other,father,1-15 mins,>10 hours,no,yes,5,18
Stu791,CS102,9.81,4.05,4.79,A+,female,34,urban,secondary education,secondary education,other,civil,course,father,> 1hour,>10 hours,yes,no,4,48
Stu792,ENG101,16.2,3.48,4.72,A+,female,25,urban,none,higher education,other,other,course,mother,1-15 mins,2-5 hours,yes,yes,1,36
Stu793,FRN101,1.32,1.79,2.96,C-,male,59,urban,junior high,none,civil,teacher,course,mother,> 1hour,>10 hours,yes,no,3,49
Stu794,ENG101,13.78,0.44,2.6,A+,female,49,rural,higher education,junior high,civil,teacher,other,mother,30mins - 1 hour,2-5 hours,no,no,4,46
Stu795,CS103,0.05,0.11,0.57,F,female,51,urban,none,junior high,health,at home,reputation,other,15-30 mins,2-5 hours,yes,yes,10,48
Stu796,ACCT101,8.58,0.49,2.26,A-,male,47,rural,none,primary education,other,other,reputation,father,1-15 mins,>10 hours,no,no,4,15
Stu797,FRN101,2.39,1.47,4.34,B,female,38,urban,none,junior high,at home,teacher,other,other,15-30 mins,>10 hours,yes,no,6,15
Stu798,CS102,14.01,1.22,1.01,A+,female,46,rural,secondary education,secondary education,other,civil,other,other,> 1hour,< 2hours,no,yes,10,9
Stu799,ACCT101,15.25,4.21,1.59,A+,female,36,rural,junior high,junior high,health,health,other,other,> 1hour,5-10 hours,yes,no,7,50
Stu800,CS103,4.78,2.92,1.82,C,male,35,rural,secondary education,higher education,other,teacher,reputation,other,> 1hour,2-5 hours,yes,yes,2,21
Stu801,ACCT101,4.5,2.3,1.03,C-,male,50,rural,none,none,civil,teacher,home,father,> 1hour,5-10 hours,yes,no,8,39
Stu802,ENG101,1.33,1.5,1.48,F,male,21,rural,higher education,secondary education,teacher,health,other,mother,30mins - 1 hour,>10 hours,yes,yes,2,8
Stu803,CS102,1.81,4.53,0.42,F,male,37,urban,secondary education,secondary education,civil,health,course,other,> 1hour,>10 hours,no,yes,10,43
Stu804,ENG101,9.78,2.16,1.23,B+,female,23,rural,primary education,secondary education,at home,at home,reputation,other,15-30 mins,2-5 hours,yes,no,3,34
Stu805,FRN101,6.89,3.21,3.93,A+,female,27,rural,junior high,higher education,civil,teacher,course,other,1-15 mins,2-5 hours,no,yes,7,45
Stu806,ACCT101,11.65,2.39,0.17,B+,female,31,urban,secondary education,none,civil,civil,other,father,> 1hour,2-5 hours,no,yes,8,30
Stu807,CS103,0.36,1.67,0.64,F,male,34,urban,higher education,junior high,health,civil,reputation,other,1-15 mins,>10 hours,no,yes,6,22
Stu808,IT102,4.1,4.4,0.2,E,female,57,rural,secondary education,higher education,teacher,health,course,mother,1-15 mins,< 2hours,no,no,7,21
Stu809,UFS101,0.56,0.34,4.23,C+,male,17,urban,higher education,secondary education,other,health,reputation,other,1-15 mins,>10 hours,no,yes,4,17
Stu810,CS102,13.22,4.11,3.76,A+,female,41,urban,secondary education,higher education,at home,at home,course,father,15-30 mins,>10 hours,yes,no,2,28
Stu811,ACCT101,8.31,2.41,3.94,A+,male,34,urban,secondary education,higher education,teacher,teacher,home,father,> 1hour,2-5 hours,no,yes,4,29
Stu812,ACCT101,10.4,2.62,1.44,A-,female,23,urban,none,none,at home,at home,reputation,father,15-30 mins,2-5 hours,yes,no,7,9
Stu813,CS102,5.3,1.35,1.95,C+,female,52,rural,junior high,higher education,teacher,health,other,father,> 1hour,2-5 hours,no,yes,4,44
Stu814,UFS101,6.54,4.14,3.51,A,female,21,rural,junior high,higher education,at home,civil,other,father,30mins - 1 hour,2-5 hours,yes,no,8,17
Stu815,UFS101,9.77,0.56,0.7,B,female,33,urban,secondary education,secondary education,at home,at home,other,other,30mins - 1 hour,>10 hours,no,no,4,17
Stu816,ACCT101,7.05,2.33,1.94,B,male,55,urban,secondary education,junior high,teacher,health,other,other,> 1hour,5-10 hours,yes,yes,7,50
Stu817,CS103,5.4,2.7,0.67,C-,male,22,urban,secondary education,none,at home,civil,home,other,15-30 mins,5-10 hours,yes,yes,3,34
Stu818,FRN101,10.18,0.95,1.61,A-,male,47,urban,junior high,primary education,other,at home,course,father,> 1hour,5-10 hours,no,no,1,44
Stu819,ENG101,3.75,0.01,2.52,C+,male,55,rural,junior high,junior high,at home,health,course,father,30mins - 1 hour,>10 hours,no,no,8,17
Stu820,ACCT101,11.86,4.17,1.73,A+,female,26,urban,primary education,higher education,health,teacher,other,mother,15-30 mins,5-10 hours,no,no,6,49
Stu821,IT102,0.7,3.19,2.01,E,male,42,urban,primary education,higher education,at home,civil,home,mother,1-15 mins,5-10 hours,yes,yes,5,41
Stu822,IT102,13.76,1.99,3.86,A+,male,40,rural,junior high,junior high,teacher,other,home,other,30mins - 1 hour,>10 hours,yes,no,8,54
Stu823,FRN101,16.29,1.45,2.13,A+,female,41,urban,higher education,none,teacher,health,course,father,30mins - 1 hour,5-10 hours,yes,no,8,10
Stu824,ENG101,10.69,0.98,2.13,A+,female,59,rural,junior high,junior high,at home,other,reputation,father,> 1hour,< 2hours,yes,yes,1,48
Stu825,FRN101,15.9,0.92,4.38,A+,female,45,rural,secondary education,secondary education,health,civil,course,father,> 1hour,2-5 hours,no,yes,1,20
Stu826,ACCT101,9.91,0.28,1.46,A-,male,56,rural,secondary education,secondary education,health,health,other,mother,> 1hour,5-10 hours,no,no,1,26
Stu827,CS102,10.81,0.08,0.47,B+,female,54,urban,secondary education,secondary education,teacher,other,other,other,1-15 mins,5-10 hours,yes,yes,6,32
Stu828,IT102,4.7,1.7,2.53,B-,male,53,urban,primary education,junior high,civil,at home,other,mother,> 1hour,>10 hours,yes,no,5,46
Stu829,ENG101,1.14,0.5,1.74,E,male,18,urban,secondary education,junior high,health,at home,other,other,> 1hour,< 2hours,no,yes,1,35
Stu830,ENG101,7.89,2.95,1.35,B,male,40,urban,none,primary education,teacher,teacher,other,mother,1-15 mins,< 2hours,yes,yes,9,10
Stu831,IT102,13.09,4.42,4.7,A+,male,36,rural,secondary education,higher education,other,health,home,father,> 1hour,5-10 hours,yes,yes,6,42
Stu832,CS102,12.1,0.1,1.63,A+,female,53,urban,higher education,primary education,at home,health,course,mother,30mins - 1 hour,< 2hours,no,no,1,36
Stu833,UFS101,17.31,3.22,0.34,A+,male,33,urban,junior high,none,at home,civil,other,mother,30mins - 1 hour,5-10 hours,yes,no,6,18
Stu834,CS102,4.77,3.28,3.2,B,female,46,rural,higher education,secondary education,teacher,other,reputation,other,30mins - 1 hour,< 2hours,yes,yes,10,10
Stu835,UFS101,11.66,0.35,3.02,A+,male,38,urban,junior high,primary education,at home,health,reputation,other,15-30 mins,2-5 hours,no,yes,8,43
Stu836,UFS101,4.49,3.33,3.51,B+,male,57,urban,junior high,junior high,teacher,other,home,mother,1-15 mins,5-10 hours,no,yes,1,52
Stu837,FRN101,0.91,2.21,0.37,F,female,43,rural,none,secondary education,health,teacher,other,other,15-30 mins,5-10 hours,yes,no,2,18
Stu838,FRN101,14.12,0.49,2.68,A+,female,26,rural,none,secondary education,civil,health,reputation,other,15-30 mins,2-5 hours,no,no,8,23
Stu839,UFS101,13.79,1.94,1.35,A+,female,54,rural,none,higher education,teacher,teacher,home,father,> 1hour,2-5 hours,yes,no,5,11
Stu840,UFS101,4.44,2.01,3.96,B+,female,25,rural,primary education,higher education,teacher,at home,reputation,mother,30mins - 1 hour,< 2hours,yes,no,2,22
Stu841,IT102,1.22,3.68,1.35,F,female,32,urban,junior high,higher education,other,health,reputation,father,> 1hour,5-10 hours,yes,no,8,46
Stu842,ENG101,7.85,0.27,2.13,B+,male,26,urban,secondary education,higher education,at home,civil,reputation,other,> 1hour,2-5 hours,no,yes,7,52
Stu843,IT102,15.26,4.45,5.0,A+,female,18,rural,higher education,secondary education,at home,health,other,other,30mins - 1 hour,2-5 hours,yes,yes,8,21
Stu844,IT102,9.08,4.01,1.61,B+,female,17,urban,junior high,junior high,health,civil,course,father,> 1hour,< 2hours,no,no,10,41
Stu845,CS102,0.31,1.83,0.43,F,female,49,rural,higher education,junior high,other,teacher,other,other,30mins - 1 hour,2-5 hours,no,no,4,8
Stu846,ENG101,15.61,4.67,2.46,A+,female,44,rural,higher education,primary education,health,teacher,course,father,15-30 mins,>10 hours,yes,yes,5,17
Stu847,IT102,11.06,4.28,2.12,A+,male,27,rural,secondary education,higher education,at home,health,reputation,father,> 1hour,5-10 hours,no,no,4,26
Stu848,CS103,16.16,2.13,1.25,A+,female,30,rural,higher education,junior high,health,health,other,father,> 1hour,2-5 hours,yes,no,2,48
Stu849,UFS101,8.69,1.05,4.06,A+,female,60,urban,secondary education,primary education,civil,health,other,mother,30mins - 1 hour,2-5 hours,yes,no,10,53
Stu850,FRN101,15.43,4.28,4.77,A+,female,51,rural,none,primary education,at home,teacher,home,mother,15-30 mins,2-5 hours,yes,no,3,40
Stu851,CS102,7.95,4.14,0.17,C,female,22,urban,none,secondary education,teacher,teacher,course,other,15-30 mins,>10 hours,yes,no,6,23
Stu852,CS102,10.05,0.55,3.07,A+,female,21,urban,secondary education,junior high,health,civil,other,mother,1-15 mins,5-10 hours,no,no,6,51
Stu853,ACCT101,2.66,4.92,1.19,E,male,56,rural,primary education,secondary education,health,health,reputation,other,30mins - 1 hour,5-10 hours,yes,no,4,15
Stu854,ACCT101,17.24,2.52,0.96,A+,female,34,rural,primary education,primary education,at home,health,other,father,> 1hour,5-10 hours,no,yes,3,22
Stu855,FRN101,14.35,2.19,3.62,A+,female,48,urban,junior high,junior high,health,teacher,course,father,30mins - 1 hour,>10 hours,no,no,1,36
Stu856,UFS101,3.25,3.07,1.34,D,female,23,urban,primary education,higher education,other,other,reputation,father,1-15 mins,< 2hours,no,yes,7,15
Stu857,UFS101,7.36,4.45,0.47,C,female,44,rural,secondary education,none,at home,at home,reputation,mother,30mins - 1 hour,< 2hours,no,no,5,52
Stu858,IT102,4.68,2.93,3.83,B+,male,41,urban,higher education,secondary education,other,other,home,other,15-30 mins,5-10 hours,yes,yes,10,9
Stu859,IT102,16.97,1.36,2.98,A+,male,37,rural,none,primary education,civil,at home,course,other,15-30 mins,< 2hours,yes,no,8,23
Stu860,CS102,2.17,4.28,4.31,B,male,29,urban,primary education,higher education,civil,other,home,father,30mins - 1 hour,2-5 hours,no,yes,5,16
Stu861,FRN101,1.0,1.9,3.46,C,male,17,urban,higher education,none,teacher,at home,other,mother,30mins - 1 hour,2-5 hours,no,yes,1,20
Stu862,IT102,15.75,1.14,2.37,A+,female,50,urban,higher education,higher education,teacher,civil,reputation,father,30mins - 1 hour,< 2hours,yes,yes,6,32
Stu863,UFS101,1.16,4.65,0.34,F,male,43,urban,secondary education,primary education,other,teacher,reputation,father,> 1hour,< 2hours,no,no,9,19
Stu864,ACCT101,13.53,0.65,4.08,A+,male,60,rural,primary education,secondary education,civil,health,reputation,other,30mins - 1 hour,5-10 hours,no,yes,2,49
Stu865,ENG101,2.12,3.96,1.89,D,female,56,rural,secondary education,none,teacher,health,reputation,other,> 1hour,5-10 hours,yes,no,8,41
Stu866,CS103,4.1,4.74,4.49,A-,male,38,rural,none,none,teacher,at home,other,mother,> 1hour,>10 hours,no,no,6,22
Stu867,ENG101,1.95,3.8,1.26,F,male,53,rural,none,primary education,civil,teacher,other,other,15-30 mins,>10 hours,yes,no,9,28
Stu868,ACCT101,1.1,2.1,4.72,B,male,37,rural,higher education,primary education,civil,health,other,mother,30mins - 1 hour,5-10 hours,no,yes,9,51
Stu869,CS102,1.61,4.05,0.87,F,female,56,urban,none,primary education,health,civil,other,father,1-15 mins,< 2hours,yes,no,10,15
Stu870,ENG101,10.62,1.88,4.83,A+,male,37,urban,none,secondary education,at home,civil,home,father,15-30 mins,>10 hours,no,no,3,18
Stu871,ACCT101,8.97,0.89,4.57,A+,female,50,urban,primary education,higher education,teacher,health,reputation,father,30mins - 1 hour,< 2hours,no,yes,8,32
Stu872,IT102,15.74,1.39,4.64,A+,male,37,rural,higher education,secondary education,teacher,teacher,other,father,30mins - 1 hour,2-5 hours,yes,yes,3,46
Stu873,IT102,11.99,0.96,2.75,A+,male,20,rural,secondary education,junior high,health,other,other,mother,30mins - 1 hour,5-10 hours,no,no,4,11
Stu874,CS102,8.05,3.03,4.33,A+,female,52,rural,none,secondary education,at home,health,course,mother,> 1hour,>10 hours,no,yes,1,25
Stu875,UFS101,11.64,1.99,1.12,A,female,32,urban,junior high,primary education,teacher,teacher,course,father,15-30 mins,2-5 hours,no,no,1,37
Stu876,FRN101,15.93,0.89,4.12,A+,male,32,rural,higher education,junior high,civil,teacher,course,mother,1-15 mins,>10 hours,no,yes,8,28
Stu877,FRN101,6.2,3.85,2.65,B+,male,56,rural,junior high,secondary education,health,at home,course,mother,1-15 mins,>10 hours,no,no,8,17
Stu878,ACCT101,4.39,3.75,0.11,E,female,60,urban,secondary education,primary education,teacher,health,home,father,1-15 mins,5-10 hours,no,yes,8,45
Stu879,IT102,4.21,1.19,4.8,A,female,42,rural,secondary education,secondary education,teacher,health,other,father,15-30 mins,< 2hours,yes,yes,4,16
Stu880,CS103,15.85,0.96,4.86,A+,female,23,rural,secondary education,junior high,civil,civil,other,father,1-15 mins,>10 hours,yes,yes,7,52
Stu881,IT102,8.21,4.53,4.91,A+,female,25,rural,none,higher education,civil,health,home,father,1-15 mins,2-5 hours,yes,no,6,8
Stu882,CS103,7.48,1.38,4.91,A+,female,23,urban,none,none,other,at home,other,other,30mins - 1 hour,2-5 hours,yes,no,4,38
Stu883,CS102,0.88,0.57,1.69,F,male,49,urban,higher education,secondary education,other,other,other,father,> 1hour,>10 hours,no,yes,7,30
Stu884,ENG101,4.24,0.65,4.36,A-,male,39,urban,junior high,junior high,other,civil,course,mother,1-15 mins,2-5 hours,yes,yes,4,54
Stu885,UFS101,12.05,0.99,3.82,A+,male,40,rural,secondary education,primary education,teacher,teacher,other,mother,1-15 mins,>10 hours,yes,no,8,23
Stu886,CS103,14.61,4.07,0.01,A+,male,60,urban,primary education,primary education,other,teacher,home,father,30mins - 1 hour,>10 hours,yes,no,3,45
Stu887,CS102,15.5,2.62,4.9,A+,male,36,rural,primary education,primary education,teacher,other,other,father,1-15 mins,>10 hours,yes,yes,3,29
Stu888,FRN101,9.58,3.29,1.18,B+,female,25,rural,junior high,junior high,health,at home,home,other,> 1hour,2-5 hours,no,no,10,28
Stu889,FRN101,12.12,2.81,3.82,A+,female,38,urban,primary education,none,other,health,other,other,30mins - 1 hour,< 2hours,no,yes,2,16
Stu890,FRN101,4.03,2.97,1.41,C-,male,27,rural,junior high,higher education,health,teacher,other,father,1-15 mins,< 2hours,yes,no,3,29
Stu891,ACCT101,3.42,4.58,1.34,D,male,42,urban,secondary education,secondary education,teacher,health,other,other,> 1hour,2-5 hours,yes,no,10,20
Stu892,CS103,15.97,2.39,2.29,A+,male,38,rural,secondary education,primary education,other,other,reputation,father,15-30 mins,< 2hours,no,yes,8,12
Stu893,UFS101,3.2,0.25,4.57,B+,female,45,urban,higher education,none,civil,teacher,reputation,other,15-30 mins,>10 hours,no,yes,10,20
Stu894,FRN101,10.47,1.02,0.32,B,female,31,urban,none,secondary education,health,other,home,other,> 1hour,5-10 hours,no,yes,6,23
Stu895,FRN101,7.76,2.91,2.33,B+,female,59,rural,junior high,primary education,civil,at home,home,other,30mins - 1 hour,5-10 hours,no,yes,2,46
Stu896,CS103,9.76,3.12,0.87,B,male,56,urban,none,junior high,health,other,other,mother,1-15 mins,>10 hours,no,yes,9,42
Stu897,CS103,10.64,3.53,3.99,A+,female,22,urban,higher education,primary education,health,teacher,other,father,15-30 mins,2-5 hours,yes,no,5,18
Stu898,ACCT101,10.07,4.68,3.44,A+,male,29,rural,secondary education,junior high,other,at home,course,father,1-15 mins,>10 hours,no,yes,4,8
Stu899,ACCT101,11.62,3.57,3.72,A+,female,52,urban,secondary education,junior high,other,other,reputation,other,1-15 mins,5-10 hours,yes,no,9,37
Stu900,FRN101,16.64,1.92,4.74,A+,male,27,rural,primary education,none,other,teacher,reputation,mother,> 1hour,5-10 hours,yes,no,2,31
Stu901,IT102,8.4,4.76,4.2,A+,male,28,rural,higher education,primary education,teacher,at home,reputation,mother,30mins - 1 hour,< 2hours,yes,yes,10,15
Stu902,FRN101,5.92,0.27,2.77,B,male,32,urban,higher education,secondary education,other,at home,course,other,1-15 mins,2-5 hours,no,no,2,47
Stu903,CS102,12.24,1.78,2.73,A+,male,20,rural,secondary education,none,health,health,reputation,mother,> 1hour,>10 hours,no,no,3,42
Stu904,IT102,13.86,4.73,4.64,A+,male,37,rural,higher education,higher education,teacher,at home,reputation,father,15-30 mins,2-5 hours,no,no,4,27
Stu905,ENG101,0.72,4.4,2.5,D,male,54,urban,none,junior high,civil,at home,reputation,mother,1-15 mins,5-10 hours,no,no,9,39
Stu906,ENG101,3.02,4.0,1.48,D,male,36,urban,secondary education,secondary education,other,health,course,mother,> 1hour,5-10 hours,yes,no,10,24
Stu907,CS103,1.71,3.3,0.68,F,male,23,urban,none,none,teacher,at home,other,other,15-30 mins,2-5 hours,no,yes,1,19
Stu908,FRN101,8.73,0.51,0.89,B,male,44,rural,none,higher education,other,other,home,other,30mins - 1 hour,>10 hours,no,no,2,26
Stu909,FRN101,5.08,2.91,4.56,A,female,24,urban,primary education,higher education,other,teacher,home,mother,1-15 mins,< 2hours,yes,yes,4,12
Stu910,UFS101,13.21,2.61,0.94,A+,female,32,urban,none,higher education,health,other,reputation,other,15-30 mins,< 2hours,no,no,4,20
Stu911,CS103,15.54,1.81,3.39,A+,male,58,urban,secondary education,none,health,health,other,mother,> 1hour,< 2hours,yes,yes,7,44
Stu912,CS103,15.24,4.94,0.02,A+,female,41,urban,higher education,higher education,other,health,reputation,father,15-30 mins,2-5 hours,no,yes,2,43
Stu913,ENG101,1.08,4.15,2.89,C-,female,30,urban,primary education,none,other,teacher,reputation,other,15-30 mins,2-5 hours,yes,yes,5,36
Stu914,ENG101,8.55,4.17,3.46,A+,male,17,urban,primary education,none,at home,teacher,reputation,father,> 1hour,>10 hours,yes,yes,6,45
Stu915,IT102,1.62,2.57,3.77,C+,female,36,urban,junior high,junior high,civil,at home,reputation,father,> 1hour,< 2hours,no,no,9,20
Stu916,CS103,2.13,0.77,2.36,C-,male,37,urban,higher education,primary education,teacher,teacher,other,father,> 1hour,>10 hours,no,no,6,26
Stu917,UFS101,4.23,3.0,2.35,C+,male,50,urban,primary education,higher education,teacher,other,reputation,father,> 1hour,5-10 hours,no,no,1,50
Stu918,FRN101,2.62,1.66,3.55,B-,male,53,rural,junior high,junior high,teacher,civil,home,father,15-30 mins,2-5 hours,yes,yes,4,51
Stu919,ENG101,6.38,0.12,3.73,A,female,36,rural,secondary education,junior high,civil,civil,other,other,15-30 mins,>10 hours,no,yes,2,29
Stu920,ENG101,17.36,0.17,3.4,A+,male,49,rural,none,none,at home,health,other,mother,30mins - 1 hour,5-10 hours,no,no,7,26
Stu921,CS102,4.72,1.25,4.76,A,male,21,rural,junior high,secondary education,teacher,other,other,other,1-15 mins,< 2hours,no,no,2,50
Stu922,FRN101,7.9,1.2,0.02,C,male,43,urban,higher education,junior high,at home,teacher,other,father,15-30 mins,< 2hours,yes,no,5,8
Stu923,IT102,15.43,0.58,3.07,A+,male,37,urban,higher education,none,other,teacher,home,mother,> 1hour,2-5 hours,yes,no,6,52
Stu924,FRN101,10.36,1.96,0.17,B,female,27,urban,none,higher education,civil,civil,other,mother,1-15 mins,5-10 hours,yes,yes,10,23
Stu925,ENG101,14.56,3.43,1.39,A+,male,44,rural,primary education,higher education,health,civil,home,other,15-30 mins,2-5 hours,no,no,7,41
Stu926,ACCT101,10.69,1.97,0.19,B,female,18,urban,none,none,civil,health,home,other,1-15 mins,>10 hours,yes,no,8,48
Stu927,IT102,16.25,2.54,3.11,A+,female,42,rural,none,higher education,at home,at home,home,mother,> 1hour,< 2hours,no,no,8,43
Stu928,FRN101,11.98,4.88,2.86,A+,male,47,urban,higher education,secondary education,teacher,teacher,course,mother,30mins - 1 hour,< 2hours,no,yes,10,26
Stu929,CS102,4.61,3.95,2.7,B-,female,17,urban,primary education,none,civil,civil,home,other,30mins - 1 hour,5-10 hours,yes,yes,1,48
Stu930,CS103,4.34,2.28,1.72,C,female,50,urban,higher education,primary education,at home,teacher,home,other,30mins - 1 hour,5-10 hours,no,no,9,22
Stu931,IT102,4.55,4.15,3.99,A-,female,33,rural,junior high,junior high,health,teacher,other,other,30mins - 1 hour,5-10 hours,yes,yes,6,22
Stu932,IT102,6.84,0.03,0.78,C,female,43,urban,higher education,none,at home,at home,other,father,30mins - 1 hour,< 2hours,yes,yes,8,47
Stu933,IT102,2.04,4.89,4.09,B-,female,51,rural,secondary education,higher education,teacher,at home,home,father,1-15 mins,< 2hours,yes,no,5,28
Stu934,IT102,6.43,2.49,4.63,A+,female,26,rural,primary education,none,health,teacher,reputation,father,> 1hour,>10 hours,yes,no,6,49
Stu935,CS102,0.59,3.62,3.41,C-,male,51,urban,none,higher education,health,teacher,home,other,> 1hour,2-5 hours,yes,yes,1,29
Stu936,ACCT101,16.51,0.54,0.22,A+,male,48,urban,none,junior high,health,health,home,father,1-15 mins,< 2hours,no,no,10,10
Stu937,IT102,6.17,4.68,3.38,A-,male,28,rural,higher education,secondary education,other,teacher,home,father,> 1hour,2-5 hours,yes,yes,7,15
Stu938,CS103,16.49,0.33,4.09,A+,male,47,rural,primary education,none,at home,teacher,home,father,15-30 mins,< 2hours,no,yes,2,38
Stu939,UFS101,1.22,1.34,2.31,D,male,25,urban,primary education,higher education,civil,at home,reputation,mother,30mins - 1 hour,2-5 hours,no,yes,7,38
Stu940,IT102,5.68,0.74,4.25,A,female,53,rural,none,higher education,at home,civil,home,other,15-30 mins,5-10 hours,no,no,9,47
Stu941,UFS101,10.53,1.98,4.91,A+,male,37,rural,primary education,secondary education,other,health,course,other,1-15 mins,2-5 hours,no,yes,3,49
Stu942,CS102,2.36,4.78,4.3,B,female,52,rural,higher education,secondary education,other,at home,course,other,1-15 mins,>10 hours,no,yes,1,41
Stu943,IT102,7.6,0.09,2.23,B+,male,40,rural,junior high,junior high,health,health,reputation,father,> 1hour,>10 hours,yes,no,7,9
Stu944,IT102,12.22,4.61,3.68,A+,female,32,rural,secondary education,junior high,other,civil,course,other,15-30 mins,5-10 hours,yes,yes,1,40
Stu945,IT102,15.0,4.98,3.69,A+,male,33,urban,primary education,junior high,health,health,home,father,> 1hour,< 2hours,yes,yes,4,9
Stu946,ENG101,3.41,2.44,3.36,B-,male,51,urban,primary education,higher education,other,at home,course,father,> 1hour,5-10 hours,no,yes,4,52
Stu947,FRN101,9.88,3.99,1.73,A-,male,60,rural,secondary education,none,at home,at home,home,other,1-15 mins,< 2hours,no,yes,4,27
Stu948,UFS101,16.31,3.46,3.72,A+,male,22,urban,primary education,primary education,civil,other,reputation,mother,> 1hour,2-5 hours,no,yes,3,38
Stu949,ACCT101,13.28,1.13,3.14,A+,male,45,urban,none,primary education,at home,health,home,mother,15-30 mins,5-10 hours,yes,yes,9,31
Stu950,UFS101,12.6,4.23,1.06,A+,male,45,rural,higher education,secondary education,civil,civil,course,father,15-30 mins,2-5 hours,no,no,9,27
Stu951,CS103,3.55,2.15,4.18,B+,male,24,rural,none,none,civil,civil,other,mother,1-15 mins,2-5 hours,yes,no,3,12
Stu952,UFS101,15.55,4.47,0.52,A+,female,30,urban,higher education,none,teacher,at home,course,mother,15-30 mins,>10 hours,no,no,8,31
Stu953,ENG101,8.58,3.67,4.06,A+,male,37,urban,junior high,primary education,other,health,reputation,mother,1-15 mins,< 2hours,yes,no,8,37
Stu954,FRN101,12.74,3.32,2.08,A+,male,26,rural,none,primary education,health,at home,course,father,1-15 mins,>10 hours,no,no,3,53
Stu955,CS102,5.94,2.05,1.78,B-,male,44,rural,none,junior high,civil,other,course,other,30mins - 1 hour,2-5 hours,no,yes,6,20
Stu956,UFS101,11.23,4.29,0.41,B+,female,26,urban,secondary education,secondary education,health,teacher,reputation,mother,1-15 mins,2-5 hours,no,no,3,28
